"tconst","titleType","primaryTitle","originalTitle","isAdult","startYear","endYear","runtimeMinutes","genres"
"tt0054191","movie","Po xiao shi fen","Po xiao shi fen",0,1968,"\N",106,"Drama"
"tt0057858","movie","The Witches Attack","Atacan las brujas",0,1968,"\N",76,"Adventure,Fantasy,Horror"
"tt0058068","movie","School of Nurses","Escuela de enfermeras",0,1968,"\N",89,"Drama"
"tt0058936","movie","I Do Not Forgive... I Kill!","Fedra West",0,1968,"\N",90,"Drama,Western"
"tt0059163","movie","The Deceased","A Falecida",0,1968,"\N",90,"Drama"
"tt0059367","movie","Koshoku","Koshoku",0,1968,"\N",77,"Drama"
"tt0059382","movie","The Lemon Grove Kids Meet the Monsters","The Lemon Grove Kids Meet the Monsters",0,1968,"\N",78,"Adventure,Comedy,Crime"
"tt0059816","movie","Shogun's Joy of Torture","Tokugawa onna keibatsu-shi",0,1968,"\N",96,"Drama,Horror"
"tt0059851","movie","The Man with the Balloons","L'uomo dei cinque palloni",0,1968,"\N",85,"Comedy"
"tt0060092","movie","The Alley Tramp","The Alley Tramp",0,1968,"\N",69,"Drama"
"tt0060108","movie","Los ángeles de Puebla","Los ángeles de Puebla",0,1968,"\N",95,"Comedy,Drama,Fantasy"
"tt0060154","movie","Beast of Morocco","The Hand of Night",0,1968,"\N",90,"Horror"
"tt0060226","movie","Hellish Spiders","Arañas infernales",0,1968,"\N",85,"Action,Horror,Sci-Fi"
"tt0060265","movie","The Chinese Room","The Chinese Room",0,1968,"\N",95,"Drama,Horror,Mystery"
"tt0060294","movie","Deep Inside","Deep Inside",0,1968,"\N",71,"Drama"
"tt0060316","movie","Dnevnye zvyozdy","Dnevnye zvyozdy",0,1968,"\N",94,"Biography,Drama"
"tt0060317","movie","Do Dooni Char","Do Dooni Char",0,1968,"\N",135,"Comedy,Drama"
"tt0060379","movie","El escapulario","El escapulario",0,1968,"\N",85,"Crime,Drama,Fantasy"
"tt0060417","movie","Los flamencos","Los flamencos",0,1968,"\N",93,"Musical"
"tt0060515","movie","The Man in the Buick","L'homme à la Buick",0,1968,"\N",93,"Comedy"
"tt0060670","movie","Il marito è mio e l'ammazzo quando mi pare","Il marito è mio e l'ammazzo quando mi pare",0,1968,"\N",98,"Comedy"
"tt0060777","movie","The Ruthless Four","Ognuno per sé",0,1968,"\N",106,"Western"
"tt0060894","movie","Requiem por un canalla","Requiem por un canalla",0,1968,"\N",87,"Drama"
"tt0060958","movie","El secreto de las esmeraldas","El secreto de las esmeraldas",0,1968,"\N",79,"Musical"
"tt0061054","movie","To syrtaki tis amartias","To syrtaki tis amartias",0,1968,"\N",89,"Drama,Thriller"
"tt0061329","movie","The Acid Eaters","The Acid Eaters",0,1968,"\N",62,"Comedy,Drama"
"tt0061340","movie","Agonizando en el crimen","Agonizando en el crimen",0,1968,"\N",85,"Crime,Drama,Thriller"
"tt0061343","movie","Very Happy Alexander","Alexandre le bienheureux",0,1968,"\N",100,"Comedy,Drama"
"tt0061345","movie","All the Sins of Sodom","All the Sins of Sodom",0,1968,"\N",88,"Drama"
"tt0061354","movie","Andrea","Andrea - Wie ein Blatt auf nackter Haut",0,1968,"\N",90,"Drama"
