"tconst","titleType","primaryTitle","originalTitle","isAdult","startYear","endYear","runtimeMinutes","genres"
"tt0002423","movie","Passion","Madame DuBarry",0,1919,"\N",85,"Biography,Drama,Romance"
"tt0008618","movie","The Spirit of Lafayette","The Spirit of Lafayette",0,1919,"\N",100,"Drama,History"
"tt0008826","movie","Alraune","Alraune",0,1919,"\N",80,"Horror,Sci-Fi"
"tt0008843","movie","Man of Gold","Az aranyember",0,1919,"\N",83,"Drama"
"tt0009021","movie","Dombey and Son","Dombey and Son",0,1919,"\N",60,"Drama"
"tt0009109","movie","The Girl Who Stayed at Home","The Girl Who Stayed at Home",0,1919,"\N",60,"Drama,War"
"tt0009131","movie","The Great Romance","The Great Romance",0,1919,"\N",60,"Adventure,Romance"
"tt0009559","movie","Romance of Happy Valley","A Romance of Happy Valley",0,1919,"\N",76,"Drama,Romance"
"tt0009564","movie","Rose Bernd","Rose Bernd",0,1919,"\N",70,"Drama"
"tt0009568","movie","Rose-France","Rose-France",0,1919,"\N",70,"Drama"
"tt0009858","movie","The A.B.C. of Love","The A.B.C. of Love",0,1919,"\N",66,"Drama"
"tt0009859","movie","Ace of the Saddle","Ace of the Saddle",0,1919,"\N",60,"Western"
"tt0009862","movie","The Adventures of Ruth","The Adventures of Ruth",0,1919,"\N",300,"Action"
"tt0009873","movie","The Amazing Wife","The Amazing Wife",0,1919,"\N",60,"Drama"
"tt0009879","movie","Anne of Green Gables","Anne of Green Gables",0,1919,"\N",60,"Comedy,Drama"
"tt0009881","movie","L'apache","L'apache",0,1919,"\N",60,"Drama"
"tt0009890","movie","L'atleta fantasma","L'atleta fantasma",0,1919,"\N",85,"Adventure"
"tt0009892","movie","Auction of Souls","Ravished Armenia",0,1919,"\N",80,"Drama,History,Romance"
"tt0009893","movie","The Oyster Princess","Die Austernprinzessin",0,1919,"\N",60,"Comedy"
"tt0009894","movie","The Grey Automobile","El automóvil gris",0,1919,"\N",223,"Action,Crime"
"tt0009900","movie","Back to God's Country","Back to God's Country",0,1919,"\N",73,"Adventure,Romance,Western"
"tt0009903","movie","Bare Fists","Bare Fists",0,1919,"\N",60,"Western"
"tt0009905","movie","Barrabas","Barrabas",0,1919,"\N",489,"Crime,Thriller"
"tt0009915","movie","Behind the Door","Behind the Door",0,1919,"\N",70,"Drama,Thriller,War"
"tt0009922","movie","The Best Man","The Best Man",0,1919,"\N",60,"Adventure,Comedy"
"tt0009929","movie","Big Little Person","Big Little Person",0,1919,"\N",60,"Drama"
"tt0009937","movie","Blind Husbands","Blind Husbands",0,1919,"\N",99,"Drama,Romance"
"tt0009938","movie","The Blinding Trail","The Blinding Trail",0,1919,"\N",60,"Drama"
"tt0009950","movie","Bolshevism on Trial","Bolshevism on Trial",0,1919,"\N",70,"Drama"
"tt0009953","movie","The Boomerang","The Boomerang",0,1919,"\N",70,"Drama"
"tt0009960","movie","The Brand","The Brand",0,1919,"\N",70,"Adventure"
"tt0009962","movie","The Brat","The Brat",0,1919,"\N",70,"Drama"
"tt0009968","movie","Broken Blossoms","Broken Blossoms or The Yellow Man and the Girl",0,1919,"\N",90,"Drama,Romance"
"tt0009969","movie","The Broken Butterfly","The Broken Butterfly",0,1919,"\N",59,"Drama"
"tt0009972","movie","The Brute Breaker","The Brute Breaker",0,1919,"\N",60,"Action,Adventure,Drama"
"tt0009976","movie","The Busher","The Busher",0,1919,"\N",63,"Drama,Sport"
"tt0009989","movie","Carmen of the North","Een Carmen van het Noorden",0,1919,"\N",60,"Drama,Romance"
"tt0009991","movie","The Carter Case","The Carter Case",0,1919,"\N",310,"Action,Adventure,Crime"
"tt0009997","movie","The Challenge of Chance","The Challenge of Chance",0,1919,"\N",70,"Western"
"tt0010002","movie","Checkers","Checkers",0,1919,"\N",70,"Adventure,Comedy,Drama"
"tt0010008","movie","The Cinema Murder","The Cinema Murder",0,1919,"\N",60,"Drama"
"tt0010018","movie","Common Clay","Common Clay",0,1919,"\N",70,"Drama"
"tt0010019","movie","Common Property","Common Property",0,1919,"\N",60,"Drama"
"tt0010031","movie","Creaking Stairs","Creaking Stairs",0,1919,"\N",60,"Drama,Horror,Mystery"
"tt0010032","movie","The Crimson Gardenia","The Crimson Gardenia",0,1919,"\N",60,"Adventure,Drama"
"tt0010040","movie","Daddy-Long-Legs","Daddy-Long-Legs",0,1919,"\N",85,"Comedy,Drama"
"tt0010045","movie","Dangerous Hours","Dangerous Hours",0,1919,"\N",70,"Drama"
"tt0010049","movie","The Dark Star","The Dark Star",0,1919,"\N",60,"Adventure"
"tt0010060","movie","The Delicious Little Devil","The Delicious Little Devil",0,1919,"\N",63,"Comedy,Drama"
"tt0010061","movie","Deliverance","Deliverance",0,1919,"\N",90,"Biography,Drama"
"tt0010064","movie","Destiny","Destiny",0,1919,"\N",60,"Drama"
"tt0010071","movie","Don't Change Your Husband","Don't Change Your Husband",0,1919,"\N",71,"Comedy"
"tt0010090","movie","Erstwhile Susan","Erstwhile Susan",0,1919,"\N",60,"Drama"
"tt0010096","movie","Everywoman","Everywoman",0,1919,"\N",70,"Drama"
"tt0010102","movie","The Exquisite Thief","The Exquisite Thief",0,1919,"\N",60,"Crime,Drama"
"tt0010103","movie","Eyes of Youth","Eyes of Youth",0,1919,"\N",78,"Drama"
"tt0010106","movie","Fair and Warmer","Fair and Warmer",0,1919,"\N",60,"Comedy,Romance"
"tt0010108","movie","The Fall of Babylon","The Fall of Babylon",0,1919,"\N",82,"Drama"
"tt0010112","movie","The False Faces","The False Faces",0,1919,"\N",70,"Drama"
"tt0010113","movie","Ett farligt frieri","Ett farligt frieri",0,1919,"\N",65,"Comedy"
"tt0010117","movie","The Feud","The Feud",0,1919,"\N",60,"Drama"
"tt0010119","movie","A Fight for Love","A Fight for Love",0,1919,"\N",60,"Western"
"tt0010124","movie","The Fighting Roosevelts","The Fighting Roosevelts",0,1919,"\N",60,"Biography,Drama"
"tt0010125","movie","Fighting Through","Fighting Through",0,1919,"\N",60,"Drama"
"tt0010127","movie","The Fire Flingers","The Fire Flingers",0,1919,"\N",60,"Drama,Thriller"
"tt0010129","movie","Fires of Faith","Fires of Faith",0,1919,"\N",60,"Drama"
"tt0010130","movie","The Firing Line","The Firing Line",0,1919,"\N",90,"Drama"
"tt0010131","movie","Fit to Win","Fit to Win",0,1919,"\N",60,"Drama"
"tt0010137","movie","For Better, for Worse","For Better, for Worse",0,1919,"\N",70,"Drama"
"tt0010140","movie","Forbidden","Forbidden",0,1919,"\N",60,"Drama"
"tt0010162","movie","Getting Mary Married","Getting Mary Married",0,1919,"\N",65,"Comedy"
"tt0010169","movie","The Girl from Outside","The Girl from Outside",0,1919,"\N",70,"Drama"
"tt0010189","movie","The Great Gamble","The Great Gamble",0,1919,"\N",310,"Action,Adventure,Mystery"
"tt0010191","movie","The Great Victory, Wilson or the Kaiser? The Fall of the Hohenzollerns","The Great Victory, Wilson or the Kaiser? The Fall of the Hohenzollerns",0,1919,"\N",70,"Drama,War"
"tt0010193","movie","The Greatest Question","The Greatest Question",0,1919,"\N",80,"Drama"
"tt0010195","movie","The Grim Game","The Grim Game",0,1919,"\N",71,"Adventure,Drama"
"tt0010201","movie","Haceldama ou Le prix du sang","Haceldama ou Le prix du sang",0,1919,"\N",75,"Western"
"tt0010203","movie","The Halfbreed","Halbblut",0,1919,"\N",60,"Fantasy"
"tt0010206","movie","Hans nåds testamente","Hans nåds testamente",0,1919,"\N",75,"Comedy"
"tt0010208","movie","Harakiri","Harakiri",0,1919,"\N",80,"Drama"
"tt0010224","movie","Heads Win","Heads Win",0,1919,"\N",60,"Drama"
"tt0010227","movie","Heart o' the Hills","Heart o' the Hills",0,1919,"\N",87,"Drama,Romance"
"tt0010229","movie","The Heart of Wetona","The Heart of Wetona",0,1919,"\N",72,"Drama,Romance,Western"
"tt0010237","movie","The People of Hemso","Hemsöborna",0,1919,"\N",105,"Drama"
"tt0010238","movie","Her Code of Honor","Her Code of Honor",0,1919,"\N",60,"Drama"
"tt0010242","movie","Her Kingdom of Dreams","Her Kingdom of Dreams",0,1919,"\N",70,"Drama,Romance"
"tt0010247","movie","Sir Arne's Treasure","Herr Arnes pengar",0,1919,"\N",122,"Drama,History"
"tt0010248","movie","Der Herr der Liebe","Der Herr der Liebe",0,1919,"\N",60,"Romance,Thriller"
"tt0010255","movie","His Majesty, the American","His Majesty, the American",0,1919,"\N",115,"Adventure,Comedy,Romance"
"tt0010259","movie","Historien om en gut","Historien om en gut",0,1919,"\N",80,"Adventure,Crime,Drama"
"tt0010261","movie","Home","Home",0,1919,"\N",60,"Drama"
"tt0010267","movie","The Hoodlum","The Hoodlum",0,1919,"\N",78,"Comedy"
"tt0010291","movie","In Old Kentucky","In Old Kentucky",0,1919,"\N",70,"Romance"
"tt0010298","movie","Ingmarssönerna","Ingmarssönerna",0,1919,"\N",207,"Drama"
"tt0010304","movie","The Isle of Conquest","The Isle of Conquest",0,1919,"\N",72,"Drama"
"tt0010307","movie","J'accuse!","J'accuse",0,1919,"\N",166,"Drama,Horror,War"
"tt0010312","movie","Jefthas dotter","Jefthas dotter",0,1919,"\N",80,"Drama"
"tt0010325","movie","Kathleen Mavourneen","Kathleen Mavourneen",0,1919,"\N",60,"Drama,Romance"
"tt0010331","movie","The Knickerbocker Buckaroo","The Knickerbocker Buckaroo",0,1919,"\N",77,"Comedy,Romance,Western"
"tt0010352","movie","The Life Line","The Life Line",0,1919,"\N",60,"Adventure,Drama"
"tt0010356","movie","Lightning Bryce","Lightning Bryce",0,1919,"\N",300,"Adventure,Horror,Romance"
"tt0010357","movie","The Lightning Raider","The Lightning Raider",0,1919,"\N",300,"Action,Adventure,Crime"
"tt0010364","movie","The Lion and the Mouse","The Lion and the Mouse",0,1919,"\N",60,"Drama"
"tt0010367","movie","A Little Brother of the Rich","A Little Brother of the Rich",0,1919,"\N",60,"Drama"
"tt0010378","movie","The Lone Wolf's Daughter","The Lone Wolf's Daughter",0,1919,"\N",70,"Crime,Drama"
"tt0010384","movie","Loot","Loot",0,1919,"\N",60,"Crime,Drama"
"tt0010385","movie","Lord and Lady Algy","Lord and Lady Algy",0,1919,"\N",60,"Comedy"
"tt0010386","movie","The Lost Battalion","The Lost Battalion",0,1919,"\N",70,"Drama,War"
"tt0010408","movie","The Lurking Peril","The Lurking Peril",0,1919,"\N",300,"Action,Adventure,Drama"
"tt0010418","movie","Male and Female","Male and Female",0,1919,"\N",116,"Adventure,Drama"
"tt0010419","movie","The Man Hunter","The Man Hunter",0,1919,"\N",60,"Action,Adventure,Drama"
"tt0010425","movie","The Man in the Moonlight","The Man in the Moonlight",0,1919,"\N",60,"Drama"
"tt0010426","movie","A Man in the Open","A Man in the Open",0,1919,"\N",60,"Western"
"tt0010439","movie","The Market of Souls","The Market of Souls",0,1919,"\N",60,"Drama"
"tt0010443","movie","Mary Regan","Mary Regan",0,1919,"\N",70,"Crime,Drama,Romance"
"tt0010444","movie","The Masked Rider","The Masked Rider",0,1919,"\N",300,"Drama"
"tt0010456","movie","Meyer from Berlin","Meyer aus Berlin",0,1919,"\N",58,"Comedy"
"tt0010461","movie","A Midnight Romance","A Midnight Romance",0,1919,"\N",60,"Drama,Romance"
"tt0010464","movie","The Mind-the-Paint Girl","The Mind-the-Paint Girl",0,1919,"\N",60,"Drama,Romance"
"tt0010466","movie","The Miracle Man","The Miracle Man",0,1919,"\N",80,"Drama"
"tt0010467","movie","The Miracle of Love","The Miracle of Love",0,1919,"\N",70,"Drama"
"tt0010484","movie","The Mother and the Law","The Mother and the Law",0,1919,"\N",95,"Drama"
"tt0010490","movie","Mrs. Wiggs of the Cabbage Patch","Mrs. Wiggs of the Cabbage Patch",0,1919,"\N",59,"Comedy,Drama"
"tt0010499","movie","The Mystery of the Yellow Room","The Mystery of the Yellow Room",0,1919,"\N",60,"Mystery"
"tt0010501","movie","Der Mädchenhirt","Der Mädchenhirt",0,1919,"\N",75,"Drama"
"tt0010507","movie","The New Moon","The New Moon",0,1919,"\N",60,"Drama"
"tt0010532","movie","Open Your Eyes","Open Your Eyes",0,1919,"\N",70,"Drama"
"tt0010533","movie","Opium","Opium",0,1919,"\N",112,"Drama"
"tt0010535","movie","The Other Man's Wife","The Other Man's Wife",0,1919,"\N",60,"Drama"
"tt0010539","movie","Out of the Fog","Out of the Fog",0,1919,"\N",70,"Drama"
"tt0010544","movie","The Outcasts of Poker Flat","The Outcasts of Poker Flat",0,1919,"\N",60,"Western"
"tt0010547","movie","Paid in Advance","Paid in Advance",0,1919,"\N",60,"Drama"
"tt0010559","movie","Die Pest in Florenz","Die Pest in Florenz",0,1919,"\N",92,"Drama,History,Horror"
"tt0010561","movie","A Petal on the Current","A Petal on the Current",0,1919,"\N",60,"Drama"
"tt0010565","movie","The Phantom Honeymoon","The Phantom Honeymoon",0,1919,"\N",62,"Drama"
"tt0010572","movie","Pitfalls of a Big City","Pitfalls of a Big City",0,1919,"\N",60,"Drama"
"tt0010585","movie","Pretty Smooth","Pretty Smooth",0,1919,"\N",60,"Comedy,Crime"
"tt0010589","movie","Prinz Kuckuck - Die Höllenfahrt eines Wollüstlings","Prinz Kuckuck - Die Höllenfahrt eines Wollüstlings",0,1919,"\N",60,"Drama"
"tt0010592","movie","The Probation Wife","The Probation Wife",0,1919,"\N",60,"Comedy,Drama"
"tt0010596","movie","Prostitution","Die Prostitution, 1. Teil - Das gelbe Haus",0,1919,"\N",121,"Drama"
"tt0010598","movie","The President","Præsidenten",0,1919,"\N",75,"Drama"
"tt0010600","movie","The Doll","Die Puppe",0,1919,"\N",66,"Comedy,Fantasy"
"tt0010608","movie","Quinneys","Quinneys",0,1919,"\N",60,"Drama,Romance"
"tt0010616","movie","The Red Lantern","The Red Lantern",0,1919,"\N",70,"Drama"
"tt0010617","movie","The Red Viper","The Red Viper",0,1919,"\N",70,"Drama"
"tt0010622","movie","Around the World in 80 Days","Die Reise um die Erde in 80 Tagen",0,1919,"\N",121,"Adventure,Drama,Romance"
"tt0010623","movie","Relaxation","Relaxation",0,1919,"\N",130,"Documentary"
"tt0010628","movie","Rider of the Law","Rider of the Law",0,1919,"\N",60,"Western"
"tt0010629","movie","Riders of Vengeance","Riders of Vengeance",0,1919,"\N",60,"Western"
"tt0010630","movie","The Right to Happiness","The Right to Happiness",0,1919,"\N",80,"Drama"
"tt0010635","movie","The Roaring Road","The Roaring Road",0,1919,"\N",58,"Comedy,Drama,Sport"
"tt0010640","movie","Roped","Roped",0,1919,"\N",60,"Comedy,Western"
"tt0010641","movie","A Rosa do Adro","A Rosa do Adro",0,1919,"\N",80,"Drama,Romance"
"tt0010654","movie","Sahara","Sahara",0,1919,"\N",70,"Adventure"
"tt0010662","movie","Scarlet Days","Scarlet Days",0,1919,"\N",77,"Adventure,Romance,Western"
"tt0010663","movie","The Scarlet Shadow","The Scarlet Shadow",0,1919,"\N",60,"Comedy"
