"tconst","titleType","primaryTitle","originalTitle","isAdult","startYear","endYear","runtimeMinutes","genres"
"tt0031603","movie","Made in Germany - Die dramatische Geschichte des Hauses Zeiss","Made in Germany",0,1957,"\N",101,"Biography,Drama"
"tt0038066","movie","Il segreto della Sierra Dorada","Il segreto della Sierra Dorada",0,1957,"\N",82,"Adventure"
"tt0044356","movie","El andén","El andén",0,1957,"\N",78,"Drama"
"tt0044520","movie","The Crooked Circle","The Crooked Circle",0,1957,"\N",72,"Crime,Drama,Film-Noir"
"tt0045481","movie","After the Ball","After the Ball",0,1957,"\N",89,"Biography,Musical"
"tt0046407","movie","Nichiro sensô shôri no hishi: Tekichû ôdan sanbyaku-ri","Nichiro sensô shôri no hishi: Tekichû ôdan sanbyaku-ri",0,1957,"\N",86,"Action,Adventure,War"
"tt0046570","movie","¿Milagro en la ciudad?","¿Milagro en la ciudad?",0,1957,"\N",83,"Drama"
"tt0046748","movie","The Generous Bandit","El bandido generoso",0,1957,"\N",82,"Adventure"
"tt0046884","movie","Flame Over Vietnam","Una cruz en el infierno",0,1957,"\N",95,"Drama,War"
"tt0047122","movie","La ironía del dinero","La ironía del dinero",0,1957,"\N",85,"Comedy"
"tt0047185","movie","Llegaron siete muchachas","Llegaron siete muchachas",0,1957,"\N",77,"Comedy,Drama"
"tt0047303","movie","Operazione notte","Operazione notte",0,1957,"\N",95,"Crime,Drama"
"tt0047339","movie","Una pelliccia di visone","Una pelliccia di visone",0,1957,"\N",105,"Comedy"
"tt0047700","movie","Las últimas banderas","Las últimas banderas",0,1957,"\N",74,"Biography,Drama"
"tt0047801","movie","Addio sogni di gloria","Addio sogni di gloria",0,1957,"\N",91,"Drama"
"tt0048108","movie","Guns Don't Argue","Guns Don't Argue",0,1957,"\N",92,"Crime,Drama"
"tt0048382","movie","La 'Moara cu noroc'","La 'Moara cu noroc'",0,1957,"\N",110,"Crime,Drama"
"tt0048463","movie","Pablo y Carolina","Pablo y Carolina",0,1957,"\N",96,"Comedy,Romance"
"tt0048668","movie","Stresemann","Stresemann",0,1957,"\N",105,"Biography,Drama"
"tt0048819","movie","Yo maté","Yo maté",0,1957,"\N",72,"Crime,Drama"
"tt0048902","movie","Teenage Thunder","Teenage Thunder",0,1957,"\N",78,"Drama"
"tt0048925","movie","Action immédiate","Action immédiate",0,1957,"\N",100,"Comedy,Crime"
"tt0048926","movie","Der Adler vom Velsatal","Der Adler vom Velsatal",0,1957,"\N",92,"Drama,Romance"
"tt0048941","movie","Alter Kahn und junge Liebe","Alter Kahn und junge Liebe",0,1957,"\N",80,"Romance"
"tt0048942","movie","Desert Warrior","Los amantes del desierto",0,1957,"\N",87,"Adventure"
"tt0048955","movie","El anónimo","El anónimo",0,1957,"\N",89,"Drama"
"tt0048984","movie","Banktresor 713","Banktresor 713",0,1957,"\N",86,"Crime,Drama"
"tt0049023","movie","Raquel's Shoeshiner","El bolero de Raquel",0,1957,"\N",101,"Comedy,Drama"
"tt0049035","movie","The Burglar","The Burglar",0,1957,"\N",90,"Drama,Film-Noir,Thriller"
"tt0049058","movie","The Case of Dr. Laurent","Le cas du Docteur Laurent",0,1957,"\N",110,"Drama"
"tt0049082","movie","Boy's Town","La ciudad de los niños",0,1957,"\N",115,"Drama,Family"
"tt0049084","movie","The Twilight Girls","Les collégiennes",0,1957,"\N",88,"Drama"
"tt0049085","movie","The Guilty","I colpevoli",0,1957,"\N",84,"Crime,Drama"
"tt0049111","movie","A csodacsatár","A csodacsatár",0,1957,"\N",92,"Comedy"
"tt0049112","movie","A császár parancsára","A császár parancsára",0,1957,"\N",96,"Drama,History"
"tt0049119","movie","La donna che venne dal mare","La donna che venne dal mare",0,1957,"\N",96,"Action,Drama,Thriller"
"tt0049132","movie","Delincuentes","Delincuentes",0,1957,"\N",72,"Crime,Drama"
"tt0049134","movie","The Depraved","The Depraved",0,1957,"\N",71,"Crime"
