"tconst","titleType","primaryTitle","originalTitle","isAdult","startYear","endYear","runtimeMinutes","genres"
"tt0035933","movie","Elephant Fury","Gesprengte Gitter",0,1953,"\N",100,"Drama,War"
"tt0036247","movie","Padre nuestro","Padre nuestro",0,1953,"\N",89,"Drama,Family"
"tt0040258","movie","El curioso impertinente","El curioso impertinente",0,1953,"\N",85,"Drama"
"tt0040814","movie","Sobresaliente","Sobresaliente",0,1953,"\N",90,"Comedy"
"tt0041688","movie","Nerone e Messalina","Nerone e Messalina",0,1953,"\N",106,"Drama"
"tt0042178","movie","A dos grados del ecuador","A dos grados del ecuador",0,1953,"\N",78,"Drama"
"tt0042202","movie","That Man from Tangier","Aquel hombre de Tánger",0,1953,"\N",82,"Adventure,Comedy,Romance"
"tt0043114","movie","Vértigo","Vértigo",0,1953,"\N",91,"Drama"
"tt0043329","movie","Belinskiy","Belinskiy",0,1953,"\N",102,"Biography,Drama"
"tt0043366","movie","Journey to Love","Buon viaggio, pover'uomo!",0,1953,"\N",96,"Comedy"
"tt0043449","movie","La danza del corazón","La danza del corazón",0,1953,"\N",75,"Musical"
"tt0043818","movie","We Go to Monte Carlo","Monte Carlo Baby",0,1953,"\N",70,"Comedy"
"tt0044009","movie","The Sea Around Us","The Sea Around Us",0,1953,"\N",62,"Documentary"
"tt0044181","movie","Vedi Napoli e poi muori","Vedi Napoli e poi muori",0,1953,"\N",80,"Drama"
"tt0044329","movie","Aeropuerto","Aeropuerto",0,1953,"\N",90,"Comedy"
"tt0044337","movie","Ahí vienen los gorrones","Ahí vienen los gorrones",0,1953,"\N",93,"Comedy,Drama"
"tt0044338","movie","Ai margini della metropoli","Ai margini della metropoli",0,1953,"\N",96,"Crime,Drama"
"tt0044351","movie","Les amours finissent à l'aube","Les amours finissent à l'aube",0,1953,"\N",95,"Drama,Romance,Thriller"
"tt0044357","movie","Angel Face","Angel Face",0,1953,"\N",91,"Crime,Drama,Film-Noir"
"tt0044365","movie","Anxiety","Ansiedad",0,1953,"\N",107,"Drama,Music"
"tt0044383","movie","To Hell with the Virtue","Au diable la vertu",0,1953,"\N",90,"Comedy"
"tt0044393","movie","Under the Sky of Spain","Bajo el cielo de España",0,1953,"\N",86,"Drama"
"tt0044407","movie","Bella, la salvaje","Bella, la salvaje",0,1953,"\N",89,"Comedy,Musical"
"tt0044434","movie","Volki i ovtsy","Volki i ovtsy",0,1953,"\N",183,"Comedy,Drama"
"tt0044441","movie","The Wild Oat","Le boulanger de Valorgue",0,1953,"\N",103,"Comedy"
"tt0044453","movie","El bruto","El bruto",0,1953,"\N",81,"Drama"
"tt0044454","movie","Bufere","Bufere",0,1953,"\N",74,"Drama"
"tt0044465","movie","Cabaret","Cabaret",0,1953,"\N",69,"Crime,Drama,Musical"
"tt0044468","movie","Cradle Song","Canción de cuna",0,1953,"\N",94,"Drama"
"tt0044483","movie","Carmen proibita","Carmen proibita",0,1953,"\N",82,"Drama"
"tt0044485","movie","La carovana del peccato","La carovana del peccato",0,1953,"\N",96,"Drama"
"tt0044498","movie","La cieca di Sorrento","La cieca di Sorrento",0,1953,"\N",93,"Crime,Drama"
"tt0044503","movie","The Clown","The Clown",0,1953,"\N",91,"Comedy,Drama"
"tt0044505","movie","Colonel March Investigates","Colonel March Investigates",0,1953,"\N",70,"Mystery"
"tt0044511","movie","Voice of Silence","La voce del silenzio",0,1953,"\N",110,"Drama"
"tt0044512","movie","Concierto mágico","Concierto mágico",0,1953,"\N",93,"Musical"
"tt0044515","movie","The Slasher","Cosh Boy",0,1953,"\N",75,"Crime,Drama"
"tt0044536","movie","The Long Teeth","Les dents longues",0,1953,"\N",105,"Drama"
"tt0044551","movie","The Devil's Money","Los dineros del diablo",0,1953,"\N",85,"Crime,Drama,Film-Noir"
"tt0044560","movie","Two Careful Fellows","Dos tipos de cuidado",0,1953,"\N",111,"Comedy,Musical,Romance"
"tt0044576","movie","Dzhambul","Dzhambul",0,1953,"\N",85,"Drama"
"tt0044584","movie","Elsö fecskék","Elsö fecskék",0,1953,"\N",93,"Comedy"
"tt0044592","movie","Era lei che lo voleva!","Era lei che lo voleva!",0,1953,"\N",89,"Comedy"
"tt0044641","movie","Fräulein Casanova","Fräulein Casanova",0,1953,"\N",90,"Comedy,Romance"
"tt0044651","movie","Das Geheimnis vom Bergsee","Das Geheimnis vom Bergsee",0,1953,"\N",86,"Drama"
"tt0044653","movie","Genius and Figure","Genio y figura",0,1953,"\N",90,"Comedy,Family"
"tt0044660","movie","Gioventù alla sbarra","Gioventù alla sbarra",0,1953,"\N",91,"Drama"
"tt0044675","movie","Die große Schuld","Die große Schuld",0,1953,"\N",90,"Drama"
"tt0044679","movie","Hab Sonne im Herzen","Hab Sonne im Herzen",0,1953,"\N",88,"Drama"
"tt0044703","movie","Hermano menor","Hermano menor",0,1953,"\N",85,"Drama"
"tt0044712","movie","I Chose Love","Ho scelto l'amore",0,1953,"\N",100,"Comedy"
"tt0044728","movie","Huracán Ramírez","Huracán Ramírez",0,1953,"\N",103,"Action,Crime,Drama"
"tt0044749","movie","Innocents in Paris","Innocents in Paris",0,1953,"\N",102,"Adventure,Comedy,Drama"
"tt0044754","movie","Is Your Honeymoon Really Necessary","Is Your Honeymoon Really Necessary",0,1953,"\N",80,"Comedy"
"tt0044769","movie","Jhansi Ki Rani","Jhansi Ki Rani",0,1953,"\N",148,"Biography,Drama,History"
"tt0044770","movie","Jolanda, the Daughter of the Black Corsair","Jolanda la figlia del corsaro nero",0,1953,"\N",95,"Adventure"
